No.,text,Valence_Mean,Arousal_Mean,Valence_SD,Arousal_SD
1858,感动,6.2,4.8,0.75,1.94
1859,良性,6.4,4.0,0.49,1.67
1860,清洁,5.2,3.6,0.4,1.85
1861,便宜,6.0,3.0,0.0,1.26
1862,想像,5.2,3.6,0.4,1.62
1863,蓬勃,6.0,5.2,1.1,1.47
1864,资助,5.4,3.8,0.49,0.98
1865,警觉,4.6,4.4,0.8,1.5
1866,发达,6.0,5.0,0.63,1.67
1867,无罪,5.4,4.0,0.49,1.9
1868,均衡,5.2,3.0,0.4,1.41
1869,分工,5.2,3.2,0.4,0.98
1870,精密,5.6,3.6,0.49,1.02
1871,卓越,6.6,4.6,0.49,1.36
1872,充份,5.6,4.0,0.49,1.67
1873,职责,5.0,3.2,0.0,1.17
1874,自愿,5.0,3.8,0.0,1.33
1875,辅助,5.2,3.6,0.4,1.85
1876,伦理,5.2,3.0,0.4,1.41
1877,互惠,6.4,4.0,0.49,1.41
1878,平息,4.8,3.8,0.4,1.47
1879,及格,6.0,4.0,0.0,1.41
1880,创立,5.4,3.4,0.49,1.62
1881,节约,5.4,3.4,0.49,1.36
1882,财富,5.6,3.4,0.8,1.85
1883,建设性,5.8,3.4,0.4,1.2
1884,互利,5.8,3.8,0.4,1.33
1885,切实,5.2,3.6,0.4,1.62
1886,招待,5.4,4.2,0.49,1.6
1887,效能,5.4,3.8,0.49,1.72
1888,谅解,4.8,4.0,0.75,1.9
1889,开采,5.2,3.8,0.4,2.04
1890,生育,5.2,4.4,0.4,2.15
1891,美化,6.0,4.2,0.63,1.83
1892,梦想,6.2,4.6,0.75,1.74
1893,优质,7.2,4.4,0.75,1.2
1894,独特,6.4,4.2,0.8,1.47
1895,留意,4.8,3.6,0.4,2.06
1896,无疑,5.0,3.2,0.0,1.17
1897,理会,5.0,3.4,0.0,1.02
1898,约定,5.2,4.0,0.4,0.89
1899,缔造,5.4,4.6,0.49,1.2
1900,赚钱,5.6,4.6,0.49,1.74
1901,充裕,6.2,4.0,0.4,1.26
1902,通用,5.2,3.4,0.4,1.36
1903,合乎,5.2,3.2,0.4,1.47
1904,毫不,4.4,3.8,0.49,1.83
1905,简易,5.6,3.2,0.49,1.47
1906,绝无,4.6,3.8,0.49,1.47
1907,精致,6.0,3.4,0.63,1.02
1908,光明,6.6,3.8,0.8,0.98
1909,好事,6.6,3.8,0.8,1.47
1910,注目,5.2,3.8,0.4,1.33
1911,免除,5.0,4.0,0.0,1.1
1912,稳固,5.8,3.8,0.4,0.75
1913,保密,5.2,3.6,0.4,1.2
1914,乐见,6.0,4.6,0.0,1.62
1915,道理,5.2,3.2,0.4,1.17
1916,改良,5.6,4.2,0.49,1.83
1917,新鲜,6.0,3.8,0.63,1.6
1918,透明,5.0,3.0,0.0,1.41
1919,古典,5.2,2.8,0.4,1.17
1920,趣味,5.8,4.2,0.4,1.17
1921,集资,5.2,4.0,0.4,1.9
1922,专属,5.6,3.6,0.8,1.74
1923,敬佩,6.2,4.6,0.75,1.85
1924,友善,6.6,4.0,1.02,1.41
1925,人性,5.0,2.8,0.0,1.33
1926,合适,5.6,3.2,0.49,1.17
1927,天使,6.6,3.8,0.49,1.6
1928,一流,6.8,4.6,0.4,1.36
1929,助长,5.4,4.6,0.49,1.74
1930,严谨,5.2,4.2,0.75,1.47
1931,吸引力,5.4,3.6,0.49,2.06
1932,优于,5.4,4.4,0.8,1.36
1933,互助,5.8,3.6,0.4,1.36
1934,深切,5.0,4.0,0.0,1.26
1935,好奇,5.0,4.2,0.0,1.47
1936,卫冕,6.0,5.0,0.63,1.41
1937,守法,5.8,3.6,0.4,1.5
1938,充足,5.6,4.0,0.49,1.41
1939,崭新,6.4,5.0,0.49,1.55
1940,不遗余力,6.2,5.6,0.75,1.5
1941,特大,5.4,5.2,0.49,1.47
1942,才艺,5.8,3.4,0.75,1.02
1943,诚挚,6.4,4.2,0.49,0.98
1944,准确,5.8,3.6,0.4,1.36
1945,妥当,5.4,3.4,0.49,1.5
1946,加薪,6.2,4.6,0.75,1.62
1947,发觉,5.0,3.0,0.0,1.67
1948,热忱,6.0,4.8,0.63,1.94
1949,补足,5.2,3.4,0.4,1.02
1950,节制,5.0,3.6,0.63,1.5
1951,畅谈,5.8,5.4,0.4,1.02
1952,鼓掌,6.2,5.4,0.75,1.02
1953,在意,5.0,3.8,0.0,2.04
1954,精确,5.8,3.8,0.4,0.98
1955,矫正,4.8,4.0,0.75,1.41
1956,声誉,5.4,4.2,0.49,1.47
1957,无比,5.4,3.2,0.49,0.98
1958,无异议,5.2,3.0,0.4,1.41
1959,去除,4.8,3.4,0.4,1.62
1960,实用,5.6,3.8,0.49,1.47
1961,诚恳,6.6,4.0,0.49,1.41
1962,协力,5.8,3.6,0.4,1.62
1963,发育,5.6,3.6,0.49,1.62
1964,捐献,6.4,4.6,0.49,1.5
1965,热诚,6.6,5.2,0.49,1.83
1966,良心,6.0,3.4,0.0,1.36
1967,由衷,5.0,3.8,0.0,1.83
1968,清晰,5.4,3.6,0.49,1.02
1969,夺冠,7.0,5.8,0.0,0.98
1970,合法性,5.2,3.8,0.4,1.94
1971,适任,5.6,3.4,0.49,1.02
1972,乐于,6.4,4.6,0.49,1.36
1973,逻辑,5.2,2.8,0.4,1.33
1974,有名,6.0,4.2,0.63,1.47
1975,可取,5.8,3.6,0.75,1.5
1976,调停,4.8,3.4,0.4,1.36
1977,赞许,6.6,5.4,0.49,1.02
1978,非凡,6.2,4.0,0.75,1.26
1979,奇异,5.2,4.4,0.75,1.85
1980,感人,6.2,5.4,0.4,1.2
1981,在乎,5.6,4.4,0.49,1.36
1982,远见,6.2,3.8,0.75,1.17
1983,持久,5.6,4.0,0.8,1.79
1984,正规,5.8,3.2,0.4,1.17
1985,亲近,6.2,3.8,0.4,0.75
1986,医治,4.8,3.8,0.98,1.47
1987,人情,5.2,3.4,0.4,1.62
1988,稳定性,5.4,3.0,0.49,1.41
1989,难忘,5.2,4.2,0.75,1.17
1990,端正,5.6,3.6,0.49,1.02
1991,修理,4.8,3.8,0.4,1.17
1992,教养,5.6,3.6,0.49,1.02
1993,洋溢,6.2,4.6,0.75,1.36
1994,启发,6.0,4.2,0.63,1.72
1995,讨好,4.6,4.4,0.49,1.85
1996,广阔,6.0,3.2,0.89,1.47
1997,礼貌,6.0,3.4,0.63,1.5
1998,负有,4.8,3.0,0.4,1.26
1999,明了,5.8,3.6,0.4,1.36
2000,如意,6.8,4.2,0.75,1.17
2001,吉祥,6.8,4.2,0.75,1.17
2002,自立,5.8,4.2,0.4,0.98
2003,晴朗,6.2,4.4,0.75,1.36
2004,调剂,5.0,2.8,0.63,1.33
2005,毅力,6.0,4.2,0.63,1.47
2006,精选,6.0,3.8,0.63,1.47
2007,亲善,6.4,4.6,0.49,1.2
2008,勤奋,6.8,5.0,0.4,1.9
2009,微妙,5.4,3.2,0.49,1.47
2010,奋力,6.6,5.4,0.49,1.96
2011,夺魁,6.6,5.2,1.02,1.72
2012,决定性,5.4,4.6,0.8,1.85
2013,详尽,5.6,3.4,0.49,1.02
2014,风度,6.0,3.6,0.63,1.02
2015,茁壮,6.4,4.8,0.49,1.33
2016,别致,5.8,3.6,0.4,1.5
2017,特许,5.8,3.8,0.75,1.17
2018,安然,5.8,3.0,0.4,1.1
2019,知性,6.0,3.0,0.0,1.41
2020,求新,6.2,4.4,0.75,1.36
2021,安泰,6.2,3.6,0.4,1.02
2022,褒扬,6.2,5.2,1.17,0.98
2023,无误,5.4,3.2,0.49,1.47
2024,遥遥领先,7.0,5.8,0.63,0.75
2025,多福,6.2,3.8,0.4,1.47
2026,欢庆,6.8,6.0,0.75,0.63
2027,稀少,5.0,3.6,0.89,1.62
2028,廉洁,5.8,3.2,0.98,0.98
2029,可贵,6.0,3.6,0.63,1.36
2030,热中,6.4,5.4,0.49,1.5
2031,自助,5.6,3.8,0.49,1.33
2032,至上,6.0,3.6,0.89,1.36
2033,攻读,5.8,4.4,0.4,1.5
2034,为荣,7.0,5.4,0.63,1.36
2035,恭喜,6.8,5.6,0.4,1.02
2036,吸引人,6.2,4.6,0.4,1.85
2037,正统,6.0,3.8,0.0,1.17
2038,消退,4.8,4.0,0.4,1.9
2039,清明,5.2,3.0,0.75,1.1
2040,才华,6.4,4.0,0.49,1.1
2041,根除,5.0,4.8,0.63,1.47
2042,关爱,6.2,4.0,1.17,1.1
2043,客气,5.6,3.6,0.49,1.5
2044,狂欢,6.6,7.0,0.49,1.1
2045,同感,5.2,4.0,0.4,1.26
2046,永恒,6.0,3.8,0.63,1.47
2047,不懈,5.8,4.6,0.75,1.2
2048,调和,5.2,3.4,0.75,1.74
2049,谦虚,6.4,3.0,0.49,1.41
2050,奠基,6.0,3.4,0.63,1.36
2051,保释,4.2,3.6,0.75,1.62
2052,学识,6.0,2.8,0.63,1.33
2053,积极性,6.2,5.4,0.75,1.74
2054,品味,5.6,4.0,0.49,0.89
2055,胜任,6.2,3.6,0.4,1.62
2056,逼真,5.6,4.4,0.8,1.02
2057,细腻,6.0,3.4,0.0,1.02
2058,尽情,5.8,4.8,0.4,1.33
2059,偏袒,3.6,4.8,0.49,1.17
2060,相容,5.4,3.2,0.49,1.17
2061,踏实,6.2,4.0,0.4,1.1
2062,流利,6.4,3.6,0.49,1.36
2063,固守,5.2,3.6,0.4,1.02
2064,致富,6.4,4.8,0.49,0.98
2065,有理,6.2,3.6,0.4,1.02
2066,进取,6.4,4.8,0.49,1.47
2067,智力,5.4,3.0,0.8,1.41
2068,解开,5.6,4.4,0.49,1.36
2069,升起,5.4,3.8,0.49,1.72
2070,安乐,5.6,3.4,1.02,1.5
2071,憧憬,5.8,3.4,0.4,1.5
2072,创造力,6.4,4.4,0.49,1.02
2073,忠贞,6.2,4.2,0.75,1.47
2074,天真,6.2,3.2,0.4,1.17
2075,不争,4.4,3.4,0.49,1.74
2076,功德,6.4,3.6,0.49,1.02
2077,好感,6.0,4.0,0.0,1.79
2078,征服,5.2,5.6,0.4,1.36
2079,豁免,5.2,4.6,0.75,1.2
2080,贵族,5.4,2.8,0.8,1.33
2081,善于,6.0,4.0,0.63,1.1
2082,协作,6.0,3.8,0.0,1.33
2083,首肯,5.2,3.0,0.4,1.55
2084,吉利,6.8,3.8,0.4,0.75
2085,斗志,6.8,5.8,0.4,1.94
2086,相等,5.2,3.0,0.4,1.1
2087,自白,5.0,3.2,0.0,1.33
2088,兴盛,6.4,5.0,0.8,1.26
2089,完好,6.0,4.0,0.63,1.67
2090,名声,5.6,3.2,0.8,1.17
2091,功绩,6.2,3.8,0.98,1.47
2092,魔法,5.2,3.0,0.4,1.41
2093,出名,6.2,4.8,0.75,1.94
2094,可信,5.8,3.6,0.75,1.36
2095,光彩,6.6,4.2,0.8,0.98
2096,可喜,6.4,4.6,0.49,1.62
2097,坚固,6.0,3.0,0.63,1.41
2098,光芒,5.4,3.8,0.49,1.83
2099,遵从,5.4,4.2,0.8,1.47
2100,流畅,6.0,3.6,0.0,1.02
2101,熟练,5.8,3.4,0.4,1.02
2102,巧妙,5.8,3.6,0.4,1.5
2103,旗开得胜,7.2,5.8,0.75,1.47
2104,忍耐,4.6,4.4,1.02,1.36
2105,正确性,5.8,3.4,0.75,1.02
2106,好吃,6.4,4.4,0.49,1.02
2107,助手,5.2,3.0,0.4,1.41
2108,过瘾,6.2,4.6,0.4,1.36
2109,精通,6.4,4.2,0.8,0.75
2110,白金,5.4,2.8,0.49,1.33
2111,赞成票,6.0,3.8,0.0,2.04
2112,激荡,5.6,6.0,1.02,1.1
2113,想像力,5.4,4.0,0.8,1.67
2114,爱上,6.4,4.8,0.49,1.17
2115,美感,6.2,3.8,0.4,1.33
2116,得力,5.8,3.8,0.75,1.33
2117,行善,6.8,4.2,0.75,0.98
2118,不凡,6.0,4.6,0.63,1.2
2119,不忍,4.4,4.2,0.8,1.6
2120,愉悦,6.6,4.6,0.49,1.36
2121,热力,5.6,3.2,1.2,2.04
2122,万能,6.4,4.2,0.49,1.47
2123,满怀,5.6,3.8,0.8,1.94
2124,安康,6.4,3.4,0.49,0.8
2125,尊崇,6.6,4.2,0.8,0.75
2126,贵重,6.0,3.8,0.63,1.6
2127,指望,5.0,3.2,1.1,1.94
2128,富强,6.8,4.8,0.98,1.17
2129,好意,6.2,3.6,0.4,1.02
2130,健美,5.8,3.6,0.4,0.8
2131,说服力,5.2,3.6,0.4,1.85
2132,防备,4.6,3.8,0.49,2.04
2133,细致,5.8,3.4,0.4,1.36
2134,高歌,6.0,5.0,0.63,1.41
2135,写实,5.4,3.4,0.8,1.62
2136,正直,6.6,3.8,0.49,1.17
2137,独一无二,6.4,4.6,0.49,1.5
2138,发财,6.8,5.8,0.4,1.17
2139,真爱,6.8,4.8,0.75,0.98
2140,分寸,4.8,3.4,0.4,1.85
2141,坚毅,6.4,4.4,0.49,1.02
2142,紧要,4.6,4.0,0.8,1.9
2143,学成,6.2,4.2,0.4,1.47
2144,出乎意料,5.2,6.0,0.4,0.89
2145,分工合作,6.2,4.6,0.75,1.5
2146,打趣,5.8,4.2,0.75,1.6
2147,感同身受,5.0,4.4,0.63,1.36
2148,义不容辞,6.2,6.2,0.75,0.75
2149,通俗,5.0,3.2,0.0,0.98
2150,防水,5.4,3.2,0.49,1.6
2151,可靠性,6.0,3.6,0.63,1.5
2152,平坦,5.2,2.4,0.4,1.36
2153,正大,6.0,3.4,0.63,1.02
2154,纯真,6.2,3.0,0.4,1.1
2155,纯净,6.0,3.0,0.63,1.1
2156,恳求,4.6,5.4,0.8,1.02
2157,嗜好,5.2,3.0,0.4,1.26
2158,喜气洋洋,7.4,5.0,0.49,1.67
2159,上等,6.4,3.6,0.49,1.2
2160,均等,5.2,2.6,0.4,1.36
2161,高尚,6.4,3.4,0.49,0.8
2162,独有,5.8,3.6,0.4,1.62
2163,精细,6.0,3.6,0.0,1.02
2164,用功,6.2,5.0,0.4,1.41
2165,激赏,6.4,5.8,0.49,1.33
2166,奋勇,6.4,6.2,0.49,1.72
2167,生日快乐,6.6,5.0,0.49,1.41
2168,无庸置疑,5.4,3.8,0.49,1.6
2169,富丽,6.4,3.8,0.49,0.75
2170,赏识,6.2,4.2,0.4,1.17
2171,激昂,6.0,6.4,0.63,1.5
2172,精明,5.8,4.0,0.4,1.1
2173,要紧,4.8,5.2,0.4,0.75
2174,新奇,5.8,4.2,0.4,1.47
2175,高处,5.0,2.6,0.0,1.36
2176,抒发,4.8,3.8,0.4,1.47
2177,引以为傲,6.6,5.8,0.49,1.6
2178,谦卑,6.2,3.8,0.4,1.72
2179,适性,5.4,2.8,0.49,1.33
2180,崇敬,6.4,4.2,0.49,1.17
2181,正派,6.4,3.6,0.49,1.36
2182,规矩,5.2,3.0,0.4,1.41
2183,典雅,6.0,3.4,0.63,1.02
2184,连贯,5.0,3.0,0.0,1.26
2185,睿智,6.4,3.8,0.8,1.17
2186,谈恋爱,6.2,5.4,0.4,1.5
2187,善行,6.4,3.8,0.49,1.33
2188,宽阔,6.0,3.6,0.63,1.85
2189,特级,6.4,4.4,0.49,1.2
2190,耐性,5.2,3.6,0.75,1.85
2191,英明,6.6,4.0,0.49,1.1
2192,渐入佳境,6.4,4.0,0.49,1.41
2193,富足,6.6,3.8,0.8,1.33
2194,孝行,6.6,3.4,0.49,1.5
2195,创造性,6.4,4.0,0.8,1.67
2196,与有荣焉,6.6,5.0,0.49,1.67
2197,雀跃,6.8,6.0,0.4,1.1
2198,心动,6.4,5.8,0.49,0.75
2199,上好,6.4,4.2,0.49,1.33
2200,机智,6.2,4.2,0.75,1.17
2201,自如,5.2,2.8,0.4,1.33
2202,沈著,5.6,3.0,0.49,1.41
2203,直觉,5.0,3.2,0.0,1.6
2204,人情味,6.4,4.0,0.49,1.26
2205,造诣,5.8,3.4,0.98,1.02
2206,耐用,5.6,3.4,0.49,1.36
2207,闪烁,5.6,3.4,0.8,1.5
2208,良善,6.6,3.6,0.49,0.49
2209,老实,6.2,3.6,0.4,1.02
2210,相称,5.6,3.2,0.49,1.47
2211,均匀,5.4,3.0,0.49,1.41
2212,消遣,4.4,3.8,0.8,1.17
2213,群策群力,6.2,4.0,0.4,1.41
2214,凉爽,6.0,4.0,0.0,2.0
2215,奋发,6.6,5.4,0.49,1.36
2216,实用性,5.4,3.2,0.49,1.17
2217,内行,6.2,3.8,0.4,1.47
2218,奇妙,5.8,4.2,0.4,1.6
2219,义无反顾,5.0,5.4,0.63,1.85
2220,手艺,5.4,2.8,0.49,1.33
2221,尽兴,6.2,4.8,0.4,1.47
2222,问题,4.4,3.4,0.8,1.5
2223,没有,4.4,3.4,0.8,1.5
2224,要求,4.6,3.6,0.49,1.74
2225,无法,4.0,4.0,0.63,1.67
2226,不会,4.0,4.0,0.63,1.79
2227,不能,4.0,4.2,0.63,1.47
2228,短暂,4.6,3.6,0.49,1.74
2229,减少,4.4,3.4,0.49,1.5
2230,利用,4.8,3.6,0.4,1.5
2231,超过,5.0,4.6,0.0,1.74
2232,不要,4.0,4.2,0.63,1.47
2233,下跌,3.2,4.6,0.4,1.02
2234,避免,4.2,3.8,0.75,1.17
2235,大浪,5.0,4.2,0.0,1.83
2236,透露,5.0,3.4,0.0,1.02
2237,不断,5.0,4.4,0.0,0.49
2238,限制,4.2,4.2,0.4,1.33
2239,尚未,4.4,3.0,0.8,1.26
2240,降低,4.8,3.6,0.4,1.2
2241,危机,3.2,5.6,0.4,1.5
2242,紧急,3.8,5.6,0.75,1.5
2243,困难,3.6,4.0,0.49,1.67
2244,犯罪,2.4,5.4,0.8,1.02
2245,污染,3.0,5.0,0.63,0.63
2246,地震,3.4,5.2,1.02,1.94
2247,可望,4.6,4.0,0.49,1.67
2248,违反,3.6,4.6,0.49,1.02
2249,取消,4.0,4.4,0.63,1.2
2250,逮捕,4.0,5.4,1.79,1.85
2251,不得,4.0,4.2,0.63,0.98
2252,停止,4.8,3.6,0.4,1.62
2253,有意,4.6,4.4,0.8,1.36
2254,意外,3.4,5.2,1.02,0.98
2255,下降,4.6,3.8,0.49,1.17
2256,非法,3.0,4.2,0.0,1.47
2257,排除,4.2,4.4,0.75,1.2
2258,感染,3.2,5.0,0.4,1.1
2259,警告,3.6,5.0,0.8,1.1
2260,绝对,5.0,5.6,0.0,1.5
2261,障碍,4.2,4.2,0.4,0.75
2262,危险,2.4,6.0,0.49,0.89
2263,指控,3.2,6.4,0.98,1.2
2264,发动,5.0,4.8,0.0,1.72
2265,疾病,3.4,4.0,0.49,1.79
2266,离开,4.6,4.0,0.49,1.26
2267,不可,4.0,4.2,0.63,1.17
2268,激烈,4.4,6.8,0.8,0.98
2269,走私,2.8,5.2,0.4,0.4
2270,失业,3.0,4.0,0.63,0.89
2271,机车,4.6,3.4,0.8,1.36
2272,事故,3.0,4.6,0.63,1.5
2273,灾害,2.6,5.6,0.49,1.2
2274,反弹,3.8,5.4,0.4,1.02
2275,一再,4.4,4.0,0.8,1.67
2276,难以,4.0,4.4,0.63,0.8
2277,毒品,3.0,5.2,0.0,0.4
2278,患者,3.4,4.2,0.49,0.75
2279,爆炸,3.2,6.0,0.98,1.41
2280,歹徒,3.0,5.4,0.0,1.02
2281,起诉,3.0,5.4,0.63,0.49
2282,贬值,3.6,4.2,0.49,1.17
2283,绝不,3.4,5.8,1.36,1.17
2284,拆除,3.8,4.8,0.75,0.98
2285,风暴,3.2,5.4,0.4,1.36
2286,突然,4.6,5.2,0.8,1.17
2287,病人,4.0,3.4,0.63,1.36
2288,判决,4.6,4.2,0.49,1.6
2289,征收,4.6,4.8,0.49,0.75
2290,刑事,4.2,4.6,0.75,0.49
2291,武力,3.8,5.2,0.75,1.17
2292,辩论,4.4,5.8,0.8,0.75
2293,退出,4.2,4.0,0.75,0.89
2294,被告,3.8,3.8,0.75,1.47
2295,纠纷,3.4,4.6,0.49,1.2
2296,台独,5.6,6.8,1.96,1.47
2297,不佳,3.6,4.6,0.49,1.02
2298,对手,4.8,4.0,0.4,1.41
2299,不良,3.4,4.4,0.49,0.8
2300,自杀,2.0,6.0,0.63,1.1
2301,强制,4.2,6.2,0.75,0.75
2302,落后,3.4,4.2,0.49,0.98
2303,难民,3.2,4.0,0.4,0.89
2304,困扰,3.6,4.4,0.49,1.2
2305,不法,3.4,4.2,0.49,0.75
2306,不明,4.0,3.4,0.63,1.02
2307,命令,4.2,5.4,0.75,0.8
2308,监狱,3.4,4.2,0.8,0.98
2309,陷入,3.6,4.0,0.8,0.89
2310,自我,4.6,3.4,0.49,1.02
2311,作战,4.0,5.4,0.89,1.02
2312,审判,4.0,4.8,0.89,1.6
2313,死者,3.2,4.4,1.17,2.33
2314,赤字,3.4,4.6,0.49,1.5
2315,遭遇,4.0,4.8,0.63,0.98
2316,武装,4.2,4.0,0.75,1.26
2317,不如,4.2,3.4,0.75,0.8
2318,暂停,4.8,3.4,0.4,1.5
2319,道歉,3.6,4.4,0.8,1.36
2320,不易,4.0,3.6,0.63,0.8
2321,困境,3.6,3.6,0.49,1.02
2322,不景气,3.4,3.8,0.8,1.17
2323,异议,4.0,3.8,0.63,1.47
2324,控告,3.4,5.0,0.49,1.67
2325,癌症,2.6,4.6,0.8,1.5
2326,复杂,4.2,4.0,0.75,1.26
2327,派系,4.4,3.8,0.49,0.98
2328,删除,4.0,3.6,0.89,1.2
2329,危害,3.2,4.8,0.4,1.47
2330,阻止,4.2,4.8,0.75,1.17
2331,秘密,4.6,3.4,0.8,1.02
2332,保守,5.0,3.6,0.0,1.02
2333,罢工,4.0,5.4,0.63,0.8
2334,过度,4.0,5.4,0.63,1.36
2335,不实,3.4,4.0,0.49,0.89
2336,撤销,3.6,5.0,0.8,1.1
2337,通货膨胀,4.0,5.0,0.63,0.63
2338,尸体,3.0,3.8,1.26,1.94
2339,不管,4.4,3.8,0.8,1.47
2340,火灾,3.2,5.8,0.75,1.17
2341,脱离,4.2,4.6,0.75,1.36
2342,迫使,3.6,4.8,0.49,1.47
2343,搜索,4.4,4.8,0.8,0.75
2344,游击队,4.8,4.4,0.4,1.62
2345,废除,4.4,5.6,0.8,0.8
2346,现实,4.6,3.6,0.49,1.2
2347,追踪,4.4,3.2,0.8,1.33
2348,辐射,3.2,4.8,0.75,2.23
2349,恐怕,3.8,5.0,0.75,0.89
2350,绑架,2.6,6.0,0.49,1.1
2351,黑道,3.4,5.2,0.49,0.98
2352,失事,2.6,5.4,0.8,1.62
2353,异常,3.4,4.2,0.49,1.17
2354,风波,4.2,4.2,0.4,1.47
2355,弹劾,3.4,5.4,0.49,1.36
2356,大雨,4.6,4.8,0.49,0.98
2357,罚款,3.8,4.0,0.4,1.26
2358,判刑,3.4,5.0,0.49,1.26
2359,东西,5.0,2.8,0.0,1.33
2360,杀害,2.0,7.2,0.63,0.75
2361,浪费,3.6,4.6,0.49,1.02
2362,意图,4.2,3.8,0.75,1.47
2363,终止,4.2,4.6,0.75,1.36
2364,无关,4.6,3.6,0.49,1.62
2365,缩小,4.8,3.0,0.4,1.26
2366,争执,3.4,6.0,0.49,0.63
2367,差异,4.4,3.4,0.49,1.2
2368,竟然,4.8,4.8,0.4,1.17
2369,中毒,2.8,6.0,0.4,0.89
2370,政变,3.0,6.0,0.63,0.63
2371,可疑,3.4,5.0,0.8,1.26
2372,分离,4.2,4.0,0.75,1.26
2373,代价,4.2,3.8,0.75,1.47
2374,去世,2.6,4.0,0.49,1.9
2375,削减,3.8,4.6,0.4,1.02
2376,子弹,4.4,4.0,0.49,1.79
2377,射击,4.6,4.8,0.49,1.47
2378,故障,3.8,4.2,0.4,1.17
2379,处置,4.8,4.0,0.4,1.67
2380,封锁,4.0,4.4,0.63,1.2
2381,洪水,3.6,4.8,0.49,1.6
2382,缓慢,4.8,3.0,0.4,0.89
2383,干扰,4.2,4.2,0.98,0.98
2384,承受,4.6,3.8,0.8,1.47
2385,非正式,4.6,4.2,0.49,1.47
2386,推翻,4.2,5.2,0.75,1.72
2387,对付,3.8,4.8,0.75,0.98
2388,轰炸,3.8,6.0,0.75,0.63
2389,对立,3.4,5.4,0.49,0.49
2390,缩减,4.0,4.2,0.63,1.17
2391,打压,3.2,6.0,0.75,1.1
2392,过多,3.8,4.4,0.75,1.2
2393,萎缩,3.6,4.4,0.49,1.36
2394,灾难,3.2,5.6,0.4,0.8
2395,依赖,5.0,3.4,0.63,1.2
2396,中止,4.4,4.0,0.49,1.41
2397,阻碍,3.8,4.6,0.75,0.8
2398,空袭,3.0,6.0,0.63,0.63
2399,感冒,3.4,3.8,0.49,0.98
2400,倒塌,3.2,5.4,0.75,0.8
2401,申诉,4.2,4.0,0.75,1.67
2402,不予,4.2,3.4,0.75,1.36
2403,辛苦,4.2,3.8,0.4,1.17
2404,加重,3.8,4.4,0.75,1.02
2405,蔓延,4.4,4.8,0.8,0.75
2406,否决,3.8,5.2,0.75,1.33
2407,消失,4.0,4.0,0.63,1.26
2408,弊端,2.8,5.4,0.75,1.36
2409,频繁,5.0,4.6,0.0,1.36
2410,敦促,5.2,3.6,0.75,1.2
2411,高价,5.2,3.8,0.4,0.75
2412,破产,3.0,5.6,0.63,1.5
2413,摆脱,4.4,5.6,1.36,0.49
2414,延误,3.6,5.2,0.49,0.75
2415,赌博,3.0,4.6,0.0,1.02
2416,不公,3.4,4.8,0.49,1.33
2417,违建,3.2,4.8,0.75,1.17
2418,阴影,4.0,4.4,0.0,1.36
2419,外来,4.4,4.0,0.49,1.26
2420,遏止,4.0,6.0,1.41,1.41
2421,暗示,4.8,3.6,0.4,1.02
2422,不应该,4.0,5.0,0.63,1.1
2423,致使,4.6,4.4,0.49,0.8
2424,流亡,3.6,5.8,0.49,0.4
2425,批发,5.4,3.8,0.49,1.17
2426,破裂,3.4,5.2,0.49,1.17
2427,袭击,2.6,6.6,0.8,0.8
2428,抢劫,2.4,7.0,0.49,1.1
2429,打出,4.4,6.0,0.8,0.63
2430,丑闻,3.2,5.4,0.4,1.2
2431,暴动,2.6,6.8,0.49,0.98
2432,占领,3.4,6.4,1.02,1.02
2433,神经,4.2,4.2,0.75,1.83
2434,拖延,4.2,5.0,0.75,1.26
2435,制止,4.4,5.8,1.02,0.75
2436,传染,3.4,5.0,0.49,1.1
2437,故意,3.8,5.0,0.75,1.1
2438,杀人,1.8,7.2,0.75,1.33
2439,减弱,3.8,4.2,0.4,1.17
2440,噪音,3.6,5.0,0.49,1.1
2441,开除,3.2,5.8,0.4,0.75
2442,开枪,2.8,6.0,0.4,1.1
2443,扑灭,3.8,6.2,1.17,0.75
2444,倾销,3.8,5.4,0.75,0.49
2445,高压,4.2,5.0,0.4,1.1
2446,警报,3.6,5.0,0.49,1.26
2447,流氓,3.4,5.4,0.49,0.49
2448,激进,3.6,6.8,0.8,0.98
2449,燃烧,4.4,4.0,0.8,1.41
2450,宣判,4.4,4.6,0.49,1.5
2451,动乱,3.2,6.2,0.4,0.75
2452,殴打,2.6,6.8,0.49,0.75
2453,愤怒,2.6,6.6,0.49,1.02
2454,垃圾场,3.8,3.6,0.75,1.62
2455,不顾,3.8,4.4,0.75,0.8
2456,惨重,2.6,5.4,0.49,0.8
2457,任意,4.2,4.2,0.4,0.98
2458,干涉,3.6,4.8,0.49,0.98
2459,受害者,2.8,4.6,0.4,1.02
2460,超出,4.2,5.2,0.75,0.75
2461,占用,3.6,5.0,0.49,0.63
2462,罚金,3.6,4.4,0.49,0.8
2463,可惜,3.6,4.4,0.49,0.8
2464,自称,5.0,3.4,0.0,1.02
2465,禁令,3.6,4.8,0.49,0.4
2466,冷战,3.6,4.4,0.49,0.8
2467,沈重,3.8,4.2,0.4,1.47
2468,延期,4.0,3.6,0.63,1.2
2469,肿瘤,3.0,4.8,0.63,1.17
2470,抹黑,3.2,5.4,0.75,1.02
2471,包围,4.2,5.0,0.75,0.63
